anonymous block completed
Changing 121 33 0103IOTH1CNP 010003015101 010004020000 to .1 2.2  from .1 2.3 
Changing 105 34 0103IOTH1CNP 010003015101 010004020000 to .1 2.2  from .1 2.3 
Changing 121 34 0103IOTH1CNP 010003015101 010004020000 to .1 2.2  from .1 2.3 
Checking 0103B2B2CNP .1 2.1 
Changing 101 33 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 105 33 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 107 33 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 107 34 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 107 33 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 121 33 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 121 34 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 105 34 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 105 34 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 105 33 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 121 33 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Changing 121 34 0103B2B2CNP 010003015101 010004020000 to .1 2.1  from .1 2.2 
Checking 0103IRTL3 .1 2.8 
Changing 101 33 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 105 33 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 105 34 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 121 34 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 107 33 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 107 33 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 107 34 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 121 33 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 105 34 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 121 34 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 105 33 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Changing 121 33 0103IRTL3 010003015101 010004020000 to .1 2.8  from .1 2.9 
Checking 0103IPRPD1 .1 1.75 
Changing 101 33 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 105 33 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 121 33 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 121 34 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 105 34 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 107 33 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 107 34 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 107 33 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 105 34 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 105 33 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 121 34 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Changing 121 33 0103IPRPD1 010003015101 010004020000 to .1 1.75  from .1 1.85 
Checking 0103RTL2CNP .1 2.25 
Changing 101 33 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 33 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 34 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 34 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 33 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 33 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 33 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 34 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 33 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 34 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 34 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 33 0103RTL2CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Checking 0103ITE1 .1 2.65 
Changing 101 33 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 107 33 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 107 34 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 121 33 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 105 33 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 121 34 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 105 34 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 107 33 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 105 33 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 105 34 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 121 33 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Changing 121 34 0103ITE1 010003015101 010004020000 to .1 2.65  from .1 2.75 
Checking 0103IHLTH1CNP .1 2.25 
Changing 101 33 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 33 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 34 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 33 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 33 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 33 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 34 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 34 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 33 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 34 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 33 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 34 0103IHLTH1CNP 010003015101 010004020000 to .1 2.25  from .1 2.35 
Checking 0103HLTH2CNP .1 2.15 
Changing 101 33 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 33 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 121 33 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 121 34 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 34 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 107 33 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 107 34 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 107 33 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 33 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 34 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 121 33 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 121 34 0103HLTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Checking 0103MOTO1 .1 1.7 
Changing 101 33 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 107 33 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 107 34 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 121 33 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 107 33 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 121 34 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 105 34 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 105 33 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 105 33 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 121 34 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 121 33 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Changing 105 34 0103MOTO1 010003015101 010004020000 to .1 1.7  from .1 1.8 
Checking 0103IB2B1 .1 1.95 
Changing 101 33 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 105 33 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 121 34 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 105 34 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 107 34 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 121 33 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 107 33 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 107 33 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 105 33 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 105 34 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 121 33 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Changing 121 34 0103IB2B1 010003015101 010004020000 to .1 1.95  from .1 2.05 
Checking 0103ISRV1CNP .1 2.3 
Changing 101 33 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 105 34 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 107 33 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 107 33 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 105 33 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 107 34 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 121 33 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 121 34 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 105 34 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 105 33 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 121 33 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Changing 121 34 0103ISRV1CNP 010003015101 010004020000 to .1 2.3  from .1 2.4 
Checking 0103IHLTH2 .1 2.25 
Changing 101 33 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 33 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 34 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 33 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 34 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 33 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 33 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 34 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 33 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 34 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 33 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 34 0103IHLTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Checking 0103IOTH2 .1 2.25 
Changing 101 33 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 33 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 34 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 34 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 33 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 33 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 34 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 107 33 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 33 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 34 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 121 33 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Changing 105 34 0103IOTH2 010003015101 010004020000 to .1 2.25  from .1 2.35 
Checking 0103PRPD3CNP .1 2.45 
Changing 101 33 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 107 33 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 107 34 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 121 33 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 121 34 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 105 34 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 107 33 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 105 33 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 105 33 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 121 33 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 121 34 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Changing 105 34 0103PRPD3CNP 010003015101 010004020000 to .1 2.45  from .1 2.55 
Checking 0103IRTL3CNP .1 3.1 
Changing 101 33 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 105 33 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 105 34 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 107 33 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 107 33 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 121 34 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 107 34 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 121 33 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 105 34 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 121 34 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 105 33 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Changing 121 33 0103IRTL3CNP 010003015101 010004020000 to .1 3.1  from .1 3.2 
Checking 0103IREST3 .1 3.15 
Changing 101 33 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 107 34 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 121 33 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 107 33 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 105 33 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 105 34 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 107 33 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 121 34 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 105 34 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 121 34 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 121 33 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Changing 105 33 0103IREST3 010003015101 010004020000 to .1 3.15  from .1 3.25 
Checking 0103IMOTO3CNP .1 3.2 
Changing 101 33 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 105 33 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 107 33 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 107 34 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 105 34 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 121 33 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 107 33 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 121 34 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 105 33 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 121 33 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 105 34 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Changing 121 34 0103IMOTO3CNP 010003015101 010004020000 to .1 3.2  from .1 3.3 
Checking 0103TE2 .1 2.6 
Changing 101 33 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 107 34 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 121 33 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 107 33 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 105 33 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 105 34 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 107 33 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 121 34 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 105 33 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 105 34 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 121 34 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Changing 121 33 0103TE2 010003015101 010004020000 to .1 2.6  from .1 2.7 
Checking 0103OTH2 .1 1.85 
Changing 101 33 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 105 34 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 121 34 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 107 33 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 107 33 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 107 34 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 121 33 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 105 33 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 105 33 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 105 34 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 121 33 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 121 34 0103OTH2 010003015101 010004020000 to .1 1.85  from .1 1.95 
Checking 0103ITE1CNP .1 2.95 
Changing 101 33 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 107 33 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 107 33 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 107 34 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 121 33 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 105 33 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 121 34 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 105 34 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 105 33 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 105 34 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 121 33 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Changing 121 34 0103ITE1CNP 010003015101 010004020000 to .1 2.95  from .1 3.05 
Checking 0103HLTH1CNP .1 1.85 
Changing 101 33 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 105 33 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 107 34 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 121 33 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 121 34 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 107 33 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 107 33 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 105 34 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 105 34 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 105 33 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 121 33 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Changing 121 34 0103HLTH1CNP 010003015101 010004020000 to .1 1.85  from .1 1.95 
Checking 0103OTH2CNP .1 2.15 
Changing 101 33 0103OTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 33 0103OTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 105 34 0103OTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 121 34 0103OTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 107 33 0103OTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 107 33 0103OTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
Changing 107 34 0103OTH2CNP 010003015101 010004020000 to .1 2.15  from .1 2.25 
